"drug","alert","rate","ratefill","ratecat","class1"
"Drospirenone","cleft palate",NULL,0,0,0
"fluconazole","cleft palate",2.64575363428,2.64575363428,1,0
"ipilimumab","cleft palate",NULL,0,0,0
"lenalidomide","cleft palate",NULL,0,0,0
"linezolid","cleft palate",NULL,0,0,0
"Liquid Acetaminophen","cleft palate",19.1649489548,19.1649489548,1,0
"liraglutide","cleft palate",NULL,0,0,0
"ondansetron","cleft palate",1.98956604624,1.98956604624,1,0
"peginesatide","cleft palate",NULL,0,0,0
"pramipexole","cleft palate",NULL,0,0,0
"Proton Pump Inhibitors","cleft palate",0.466863860426,0.466863860426,0,0
"rosiglitazone","cleft palate",NULL,0,0,0
"Selective Serotonin Reuptake Inhibitor","cleft palate",1.01091841665,1.01091841665,1,0
"sodium oxybate","cleft palate",NULL,0,0,0
"telaprevir","cleft palate",NULL,0,0,0
"tolvaptan","cleft palate",NULL,0,0,0
"topiramate","cleft palate",3.80905790846,3.80905790846,1,1
"valproate","cleft palate",5.33211187733,5.33211187733,1,0
"varenicline","cleft palate",NULL,0,0,0
"zoledronic acid","cleft palate",NULL,0,0,0
"ibuprofen","cleft palate",NULL,0,0,0
"acetaminophen","cleft palate",1.08176081543,1.08176081543,1,0
"aspirin","cleft palate",0.777832696755,0.777832696755,0,0
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","Impaired Cognitive Development",NULL,0,0,0
"5-alpha reductase inhibitors","Impaired Cognitive Development",NULL,0,0,0
"Abacavir","Impaired Cognitive Development",NULL,0,0,0
"aliskiren","Impaired Cognitive Development",NULL,0,0,0
"Antipsychotics","Impaired Cognitive Development",2.51045670378,2.51045670378,1,0
"asenapine","Impaired Cognitive Development",718.312996032,718.312996032,1,0
"Azithromycin","Impaired Cognitive Development",NULL,0,0,0
"benzocaine","Impaired Cognitive Development",NULL,0,0,0
"bisphosphonates","Impaired Cognitive Development",1.30096411048,1.30096411048,1,0
"boceprevir","Impaired Cognitive Development",NULL,0,0,0
"brentuximab","Impaired Cognitive Development",NULL,0,0,0
"citalopram","Impaired Cognitive Development",NULL,0,0,0
"dabigatran","Impaired Cognitive Development",NULL,0,0,0
"dalfampridine","Impaired Cognitive Development",NULL,0,0,0
"dasatinib","Impaired Cognitive Development",26.0636332588,26.0636332588,1,0
"dronedarone","Impaired Cognitive Development",45.8719945355,45.8719945355,1,0
"Drospirenone","Impaired Cognitive Development",NULL,0,0,0
"fluconazole","Impaired Cognitive Development",NULL,0,0,0
"ipilimumab","Impaired Cognitive Development",NULL,0,0,0
"lenalidomide","Impaired Cognitive Development",15.7455358818,15.7455358818,1,0
"linezolid","Impaired Cognitive Development",NULL,0,0,0
"Liquid Acetaminophen","Impaired Cognitive Development",NULL,0,0,0
"liraglutide","Impaired Cognitive Development",NULL,0,0,0
"ondansetron","Impaired Cognitive Development",NULL,0,0,0
"peginesatide","Impaired Cognitive Development",NULL,0,0,0
"pramipexole","Impaired Cognitive Development",NULL,0,0,0
"Proton Pump Inhibitors","Impaired Cognitive Development",2.97870094386,2.97870094386,1,0
"rosiglitazone","Impaired Cognitive Development",41.069405692,41.069405692,1,0
"Selective Serotonin Reuptake Inhibitor","Impaired Cognitive Development",2.73299997175,2.73299997175,1,0
"sodium oxybate","Impaired Cognitive Development",NULL,0,0,0
"telaprevir","Impaired Cognitive Development",NULL,0,0,0
"tolvaptan","Impaired Cognitive Development",NULL,0,0,0
"topiramate","Impaired Cognitive Development",5.18913965334,5.18913965334,1,0
"valproate","Impaired Cognitive Development",16.2859152197,16.2859152197,1,1
"varenicline","Impaired Cognitive Development",NULL,0,0,0
"zoledronic acid","Impaired Cognitive Development",NULL,0,0,0
"ibuprofen","Impaired Cognitive Development",NULL,0,0,0
"acetaminophen","Impaired Cognitive Development",NULL,0,0,0
"aspirin","Impaired Cognitive Development",NULL,0,0,0
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","pregnancy",0.105756497107,0.105756497107,0,0
"5-alpha reductase inhibitors","pregnancy",0.863455488862,0.863455488862,0,1
"Abacavir","pregnancy",0.461867375763,0.461867375763,0,0
"aliskiren","pregnancy",0.468997132307,0.468997132307,0,0
"Antipsychotics","pregnancy",0.590522498616,0.590522498616,0,1
"asenapine","pregnancy",0.734947899383,0.734947899383,0,0
"Azithromycin","pregnancy",0.914414600549,0.914414600549,0,0
"benzocaine","pregnancy",0.266566645097,0.266566645097,0,0
"bisphosphonates","pregnancy",0.140949010911,0.140949010911,0,1
"boceprevir","pregnancy",NULL,0,0,1
"brentuximab","pregnancy",NULL,0,0,1
"citalopram","pregnancy",0.738028308006,0.738028308006,0,1
"dabigatran","pregnancy",0.13756094473,0.13756094473,0,0
"dalfampridine","pregnancy",0.350675356762,0.350675356762,0,0
"dasatinib","pregnancy",0.289619004937,0.289619004937,0,1
"dronedarone","pregnancy",0.254864724344,0.254864724344,0,0
"Drospirenone","pregnancy",2.74720972304,2.74720972304,1,0
"fluconazole","pregnancy",0.530557709582,0.530557709582,0,1
"ipilimumab","pregnancy",NULL,0,0,0
"lenalidomide","pregnancy",0.306187597896,0.306187597896,0,1
"linezolid","pregnancy",0.0856417938647,0.0856417938647,0,0
"Liquid Acetaminophen","pregnancy",0.541296911014,0.541296911014,0,0
"liraglutide","pregnancy",NULL,0,0,0
"ondansetron","pregnancy",0.640636488932,0.640636488932,0,0
"peginesatide","pregnancy",NULL,0,0,0
"pramipexole","pregnancy",0.158849383664,0.158849383664,0,0
"Proton Pump Inhibitors","pregnancy",0.256519690087,0.256519690087,0,0
"rosiglitazone","pregnancy",0.425667215438,0.425667215438,0,0
"Selective Serotonin Reuptake Inhibitor","pregnancy",0.83576965622,0.83576965622,0,1
"sodium oxybate","pregnancy",0.253213393014,0.253213393014,0,0
"telaprevir","pregnancy",NULL,0,0,1
"tolvaptan","pregnancy",0.32305206074,0.32305206074,0,0
"topiramate","pregnancy",0.817524645291,0.817524645291,0,1
"valproate","pregnancy",2.76325480109,2.76325480109,1,1
"varenicline","pregnancy",0.874199996666,0.874199996666,0,0
"zoledronic acid","pregnancy",0.0689801957142,0.0689801957142,0,1
"ibuprofen","pregnancy",0.725778759463,0.725778759463,0,1
"acetaminophen","pregnancy",0.665945608978,0.665945608978,0,0
"aspirin","pregnancy",0.819398877991,0.819398877991,0,0
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","dose errors",NULL,0,0,0
"5-alpha reductase inhibitors","dose errors",NULL,0,0,0
"Abacavir","dose errors",2.42678013209,2.42678013209,1,0
"aliskiren","dose errors",NULL,0,0,0
"Antipsychotics","dose errors",1.00150707838,1.00150707838,1,0
"asenapine","dose errors",37.0185496322,37.0185496322,1,0
"Azithromycin","dose errors",NULL,0,0,0
"benzocaine","dose errors",NULL,0,0,0
"bisphosphonates","dose errors",1.30922163992,1.30922163992,1,0
"boceprevir","dose errors",NULL,0,0,0
"brentuximab","dose errors",NULL,0,0,0
"citalopram","dose errors",4.85234932109,4.85234932109,1,0
"dabigatran","dose errors",NULL,0,0,0
"dalfampridine","dose errors",5.93126013759,5.93126013759,1,0
"dasatinib","dose errors",NULL,0,0,0
"dronedarone","dose errors",NULL,0,0,0
"Drospirenone","dose errors",15.1253583172,15.1253583172,1,0
"fluconazole","dose errors",5.87608923515,5.87608923515,1,0
"ipilimumab","dose errors",NULL,0,0,0
"lenalidomide","dose errors",NULL,0,0,0
"linezolid","dose errors",NULL,0,0,0
"Liquid Acetaminophen","dose errors",31.5460147965,31.5460147965,1,1
"liraglutide","dose errors",NULL,0,0,0
"ondansetron","dose errors",3.41683351793,3.41683351793,1,0
"peginesatide","dose errors",NULL,0,0,0
"pramipexole","dose errors",6.14692185489,6.14692185489,1,0
"Proton Pump Inhibitors","dose errors",2.07487559981,2.07487559981,1,0
"rosiglitazone","dose errors",NULL,0,0,0
"Selective Serotonin Reuptake Inhibitor","dose errors",1.62306976455,1.62306976455,1,0
"sodium oxybate","dose errors",NULL,0,0,0
"telaprevir","dose errors",NULL,0,0,0
"tolvaptan","dose errors",NULL,0,0,0
"topiramate","dose errors",3.20624460504,3.20624460504,1,0
"valproate","dose errors",3.31262189102,3.31262189102,1,0
"varenicline","dose errors",11.0869528748,11.0869528748,1,0
"zoledronic acid","dose errors",NULL,0,0,0
"ibuprofen","dose errors",3.29276919046,3.29276919046,1,0
"acetaminophen","dose errors",4.1583807836,4.1583807836,1,0
"aspirin","dose errors",0.798224468503,0.798224468503,0,0
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","Allergic Reactions",0.591366734064,0.591366734064,0,1
"5-alpha reductase inhibitors","Allergic Reactions",0.171226099615,0.171226099615,0,0
"Abacavir","Allergic Reactions",8.60151923304,8.60151923304,1,1
"aliskiren","Allergic Reactions",0.662666240918,0.662666240918,0,1
"Antipsychotics","Allergic Reactions",0.339245527713,0.339245527713,0,0
"asenapine","Allergic Reactions",1.01232193025,1.01232193025,1,1
"Azithromycin","Allergic Reactions",1.07916941106,1.07916941106,1,1
"benzocaine","Allergic Reactions",4.79050590321,4.79050590321,1,0
"bisphosphonates","Allergic Reactions",0.238556944692,0.238556944692,0,0
"boceprevir","Allergic Reactions",1.0825565226,1.0825565226,1,1
"brentuximab","Allergic Reactions",NULL,0,0,1
"citalopram","Allergic Reactions",0.257295248478,0.257295248478,0,1
"dabigatran","Allergic Reactions",0.365062369021,0.365062369021,0,0
"dalfampridine","Allergic Reactions",NULL,0,0,1
"dasatinib","Allergic Reactions",0.623931010422,0.623931010422,0,0
"dronedarone","Allergic Reactions",0.246863333154,0.246863333154,0,0
"Drospirenone","Allergic Reactions",0.391357401539,0.391357401539,0,0
"fluconazole","Allergic Reactions",0.610260440726,0.610260440726,0,1
"ipilimumab","Allergic Reactions",0.630553686321,0.630553686321,0,0
"lenalidomide","Allergic Reactions",1.02127449089,1.02127449089,1,0
"linezolid","Allergic Reactions",0.440806595814,0.440806595814,0,0
"Liquid Acetaminophen","Allergic Reactions",0.210765088615,0.210765088615,0,0
"liraglutide","Allergic Reactions",0.486321186138,0.486321186138,0,1
"ondansetron","Allergic Reactions",0.489125909312,0.489125909312,0,1
"peginesatide","Allergic Reactions",NULL,0,0,1
"pramipexole","Allergic Reactions",0.285495967421,0.285495967421,0,0
"Proton Pump Inhibitors","Allergic Reactions",0.751718420356,0.751718420356,0,0
"rosiglitazone","Allergic Reactions",0.204736043936,0.204736043936,0,0
"Selective Serotonin Reuptake Inhibitor","Allergic Reactions",0.271238605283,0.271238605283,0,1
"sodium oxybate","Allergic Reactions",1.0413534884,1.0413534884,1,0
"telaprevir","Allergic Reactions",1.64668177703,1.64668177703,1,1
"tolvaptan","Allergic Reactions",NULL,0,0,0
"topiramate","Allergic Reactions",0.400381192831,0.400381192831,0,0
"valproate","Allergic Reactions",0.660409188519,0.660409188519,0,0
"varenicline","Allergic Reactions",0.554092083778,0.554092083778,0,1
"zoledronic acid","Allergic Reactions",0.122463550287,0.122463550287,0,0
"ibuprofen","Allergic Reactions",1.38125547851,1.38125547851,1,1
"acetaminophen","Allergic Reactions",1.27458949792,1.27458949792,1,0
"aspirin","Allergic Reactions",2.83625974992,2.83625974992,1,1
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","anaphylaxis",0.396585872276,0.396585872276,0,1
"5-alpha reductase inhibitors","anaphylaxis",NULL,0,0,0
"Abacavir","anaphylaxis",1.52113817516,1.52113817516,1,1
"aliskiren","anaphylaxis",NULL,0,0,1
"Antipsychotics","anaphylaxis",0.228050650763,0.228050650763,0,0
"asenapine","anaphylaxis",NULL,0,0,1
"Azithromycin","anaphylaxis",1.22366510661,1.22366510661,1,1
"benzocaine","anaphylaxis",1.81482029877,1.81482029877,1,0
"bisphosphonates","anaphylaxis",0.215072679251,0.215072679251,0,0
"boceprevir","anaphylaxis",NULL,0,0,1
"brentuximab","anaphylaxis",NULL,0,0,1
"citalopram","anaphylaxis",0.31104704952,0.31104704952,0,1
"dabigatran","anaphylaxis",NULL,0,0,0
"dalfampridine","anaphylaxis",NULL,0,0,1
"dasatinib","anaphylaxis",NULL,0,0,0
"dronedarone","anaphylaxis",NULL,0,0,0
"Drospirenone","anaphylaxis",NULL,0,0,0
"fluconazole","anaphylaxis",1.81644728095,1.81644728095,1,1
"ipilimumab","anaphylaxis",NULL,0,0,0
"lenalidomide","anaphylaxis",NULL,0,0,0
"linezolid","anaphylaxis",NULL,0,0,0
"Liquid Acetaminophen","anaphylaxis",NULL,0,0,0
"liraglutide","anaphylaxis",NULL,0,0,1
"ondansetron","anaphylaxis",1.75181588693,1.75181588693,1,1
"peginesatide","anaphylaxis",NULL,0,0,1
"pramipexole","anaphylaxis",NULL,0,0,0
"Proton Pump Inhibitors","anaphylaxis",2.12015116689,2.12015116689,1,0
"rosiglitazone","anaphylaxis",NULL,0,0,0
"Selective Serotonin Reuptake Inhibitor","anaphylaxis",0.0806145893784,0.0806145893784,0,1
"sodium oxybate","anaphylaxis",NULL,0,0,0
"telaprevir","anaphylaxis",NULL,0,0,1
"tolvaptan","anaphylaxis",NULL,0,0,0
"topiramate","anaphylaxis",NULL,0,0,0
"valproate","anaphylaxis",0.0464819846312,0.0464819846312,0,0
"varenicline","anaphylaxis",NULL,0,0,1
"zoledronic acid","anaphylaxis",NULL,0,0,0
"ibuprofen","anaphylaxis",2.2354894599,2.2354894599,1,1
"acetaminophen","anaphylaxis",1.76776103291,1.76776103291,1,0
"aspirin","anaphylaxis",2.74251330525,2.74251330525,1,1
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","angioedema",4.56296278155,4.56296278155,1,1
"5-alpha reductase inhibitors","angioedema",1.64980209541,1.64980209541,1,0
"Abacavir","angioedema",NULL,0,0,1
"aliskiren","angioedema",42.361898434,42.361898434,1,1
"Antipsychotics","angioedema",0.404020408757,0.404020408757,0,0
"asenapine","angioedema",12.583305852,12.583305852,1,1
"Azithromycin","angioedema",1.56358564204,1.56358564204,1,1
"benzocaine","angioedema",8.79568001126,8.79568001126,1,0
"bisphosphonates","angioedema",0.595930302043,0.595930302043,0,0
"boceprevir","angioedema",NULL,0,0,1
"brentuximab","angioedema",NULL,0,0,1
"citalopram","angioedema",0.693254699693,0.693254699693,0,1
"dabigatran","angioedema",NULL,0,0,0
"dalfampridine","angioedema",NULL,0,0,1
"dasatinib","angioedema",NULL,0,0,0
"dronedarone","angioedema",NULL,0,0,0
"Drospirenone","angioedema",NULL,0,0,0
"fluconazole","angioedema",3.72339815647,3.72339815647,1,1
"ipilimumab","angioedema",NULL,0,0,0
"lenalidomide","angioedema",NULL,0,0,0
"linezolid","angioedema",NULL,0,0,0
"Liquid Acetaminophen","angioedema",NULL,0,0,0
"liraglutide","angioedema",NULL,0,0,1
"ondansetron","angioedema",NULL,0,0,1
"peginesatide","angioedema",NULL,0,0,1
"pramipexole","angioedema",NULL,0,0,0
"Proton Pump Inhibitors","angioedema",2.78656994619,2.78656994619,1,0
"rosiglitazone","angioedema",NULL,0,0,0
"Selective Serotonin Reuptake Inhibitor","angioedema",0.624839978375,0.624839978375,0,1
"sodium oxybate","angioedema",NULL,0,0,0
"telaprevir","angioedema",NULL,0,0,1
"tolvaptan","angioedema",NULL,0,0,0
"topiramate","angioedema",NULL,0,0,0
"valproate","angioedema",NULL,0,0,0
"varenicline","angioedema",NULL,0,0,1
"zoledronic acid","angioedema",NULL,0,0,0
"ibuprofen","angioedema",5.51201321408,5.51201321408,1,1
"acetaminophen","angioedema",4.79081863273,4.79081863273,1,0
"aspirin","angioedema",9.77386430688,9.77386430688,1,1
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","Hypersensitivity Reactions",0.513240648631,0.513240648631,0,1
"5-alpha reductase inhibitors","Hypersensitivity Reactions",0.175031274157,0.175031274157,0,0
"Abacavir","Hypersensitivity Reactions",8.73078279644,8.73078279644,1,1
"aliskiren","Hypersensitivity Reactions",0.580056282243,0.580056282243,0,1
"Antipsychotics","Hypersensitivity Reactions",0.339223125141,0.339223125141,0,0
"asenapine","Hypersensitivity Reactions",0.689206657934,0.689206657934,0,1
"Azithromycin","Hypersensitivity Reactions",1.07689473218,1.07689473218,1,1
"benzocaine","Hypersensitivity Reactions",4.57146140824,4.57146140824,1,0
"bisphosphonates","Hypersensitivity Reactions",0.227602956942,0.227602956942,0,0
"boceprevir","Hypersensitivity Reactions",1.10647787465,1.10647787465,1,1
"brentuximab","Hypersensitivity Reactions",NULL,0,0,1
"citalopram","Hypersensitivity Reactions",0.246334431929,0.246334431929,0,1
"dabigatran","Hypersensitivity Reactions",0.372837172621,0.372837172621,0,0
"dalfampridine","Hypersensitivity Reactions",NULL,0,0,1
"dasatinib","Hypersensitivity Reactions",0.637874532812,0.637874532812,0,0
"dronedarone","Hypersensitivity Reactions",0.252309419924,0.252309419924,0,0
"Drospirenone","Hypersensitivity Reactions",0.399994341495,0.399994341495,0,0
"fluconazole","Hypersensitivity Reactions",0.623214137104,0.623214137104,0,1
"ipilimumab","Hypersensitivity Reactions",0.643824201331,0.643824201331,0,0
"lenalidomide","Hypersensitivity Reactions",1.04320893491,1.04320893491,1,0
"linezolid","Hypersensitivity Reactions",0.37546680607,0.37546680607,0,0
"Liquid Acetaminophen","Hypersensitivity Reactions",0.215410602911,0.215410602911,0,0
"liraglutide","Hypersensitivity Reactions",0.496766159483,0.496766159483,0,1
"ondansetron","Hypersensitivity Reactions",0.471444607741,0.471444607741,0,1
"peginesatide","Hypersensitivity Reactions",NULL,0,0,1
"pramipexole","Hypersensitivity Reactions",0.291550520964,0.291550520964,0,0
"Proton Pump Inhibitors","Hypersensitivity Reactions",0.767674775266,0.767674775266,0,0
"rosiglitazone","Hypersensitivity Reactions",0.209311456225,0.209311456225,0,0
"Selective Serotonin Reuptake Inhibitor","Hypersensitivity Reactions",0.271990100167,0.271990100167,0,1
"sodium oxybate","Hypersensitivity Reactions",1.06353672841,1.06353672841,1,0
"telaprevir","Hypersensitivity Reactions",1.68175147605,1.68175147605,1,1
"tolvaptan","Hypersensitivity Reactions",NULL,0,0,0
"topiramate","Hypersensitivity Reactions",0.392740349163,0.392740349163,0,0
"valproate","Hypersensitivity Reactions",0.653577847036,0.653577847036,0,0
"varenicline","Hypersensitivity Reactions",0.566315778665,0.566315778665,0,1
"zoledronic acid","Hypersensitivity Reactions",0.0639037951166,0.0639037951166,0,0
"ibuprofen","Hypersensitivity Reactions",1.39580428926,1.39580428926,1,1
"acetaminophen","Hypersensitivity Reactions",1.2876784349,1.2876784349,1,0
"aspirin","Hypersensitivity Reactions",2.8648925726,2.8648925726,1,1
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","ritonavir",NULL,0,0,0
"5-alpha reductase inhibitors","ritonavir",NULL,0,0,0
"Abacavir","ritonavir",136.157308794,136.157308794,1,0
"aliskiren","ritonavir",NULL,0,0,0
"Antipsychotics","ritonavir",0.362720760723,0.362720760723,0,0
"asenapine","ritonavir",NULL,0,0,0
"Azithromycin","ritonavir",4.68350179539,4.68350179539,1,0
"benzocaine","ritonavir",NULL,0,0,0
"bisphosphonates","ritonavir",0.481383767279,0.481383767279,0,0
"boceprevir","ritonavir",NULL,0,0,1
"brentuximab","ritonavir",NULL,0,0,0
"citalopram","ritonavir",16.698412992,16.698412992,1,0
"dabigatran","ritonavir",NULL,0,0,0
"dalfampridine","ritonavir",NULL,0,0,0
"dasatinib","ritonavir",NULL,0,0,0
"dronedarone","ritonavir",NULL,0,0,0
"Drospirenone","ritonavir",NULL,0,0,0
"fluconazole","ritonavir",6.74371006552,6.74371006552,1,0
"ipilimumab","ritonavir",NULL,0,0,0
"lenalidomide","ritonavir",NULL,0,0,0
"linezolid","ritonavir",2.65025293661,2.65025293661,1,0
"Liquid Acetaminophen","ritonavir",NULL,0,0,0
"liraglutide","ritonavir",NULL,0,0,0
"ondansetron","ritonavir",0.773437175109,0.773437175109,0,0
"peginesatide","ritonavir",NULL,0,0,0
"pramipexole","ritonavir",NULL,0,0,0
"Proton Pump Inhibitors","ritonavir",5.9258286029,5.9258286029,1,0
"rosiglitazone","ritonavir",2.98422998461,2.98422998461,1,0
"Selective Serotonin Reuptake Inhibitor","ritonavir",0.316623126117,0.316623126117,0,0
"sodium oxybate","ritonavir",54.6759615385,54.6759615385,1,0
"telaprevir","ritonavir",9.14341723559,9.14341723559,1,0
"tolvaptan","ritonavir",NULL,0,0,0
"topiramate","ritonavir",NULL,0,0,0
"valproate","ritonavir",1.80793618298,1.80793618298,1,0
"varenicline","ritonavir",NULL,0,0,0
"zoledronic acid","ritonavir",NULL,0,0,0
"ibuprofen","ritonavir",NULL,0,0,0
"acetaminophen","ritonavir",0.920012794174,0.920012794174,0,0
"aspirin","ritonavir",0.312364220288,0.312364220288,0,0
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","rash",NULL,0,0,1
"5-alpha reductase inhibitors","rash",0.90691299043,0.90691299043,0,0
"Abacavir","rash",12.580705142,12.580705142,1,1
"aliskiren","rash",4.44286123466,4.44286123466,1,1
"Antipsychotics","rash",0.291024106277,0.291024106277,0,0
"asenapine","rash",NULL,0,0,1
"Azithromycin","rash",3.80231873171,3.80231873171,1,1
"benzocaine","rash",3.35973344866,3.35973344866,1,0
"bisphosphonates","rash",0.378236529446,0.378236529446,0,0
"boceprevir","rash",23.9484470288,23.9484470288,1,1
"brentuximab","rash",NULL,0,0,1
"citalopram","rash",1.79436865183,1.79436865183,1,1
"dabigatran","rash",2.90371842431,2.90371842431,1,0
"dalfampridine","rash",NULL,0,0,1
"dasatinib","rash",9.85354660688,9.85354660688,1,0
"dronedarone","rash",5.25938123978,5.25938123978,1,0
"Drospirenone","rash",NULL,0,0,0
"fluconazole","rash",3.10820575839,3.10820575839,1,1
"ipilimumab","rash",18.2939525914,18.2939525914,1,0
"lenalidomide","rash",8.72689676111,8.72689676111,1,0
"linezolid","rash",4.48295706568,4.48295706568,1,0
"Liquid Acetaminophen","rash",NULL,0,0,0
"liraglutide","rash",NULL,0,0,1
"ondansetron","rash",0.735817242673,0.735817242673,0,1
"peginesatide","rash",NULL,0,0,1
"pramipexole","rash",NULL,0,0,0
"Proton Pump Inhibitors","rash",1.45650448967,1.45650448967,1,0
"rosiglitazone","rash",NULL,0,0,0
"Selective Serotonin Reuptake Inhibitor","rash",0.624666651849,0.624666651849,0,1
"sodium oxybate","rash",NULL,0,0,0
"telaprevir","rash",44.8015165505,44.8015165505,1,1
"tolvaptan","rash",NULL,0,0,0
"topiramate","rash",4.87542684517,4.87542684517,1,0
"valproate","rash",4.51161005859,4.51161005859,1,0
"varenicline","rash",1.42412357013,1.42412357013,1,1
"zoledronic acid","rash",1.06582550664,1.06582550664,1,0
"ibuprofen","rash",2.05842935504,2.05842935504,1,1
"acetaminophen","rash",1.85324751615,1.85324751615,1,0
"aspirin","rash",1.14060949464,1.14060949464,1,1
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","Serious Skin Reactions",NULL,0,0,1
"5-alpha reductase inhibitors","Serious Skin Reactions",NULL,0,0,0
"Abacavir","Serious Skin Reactions",8.7486734737,8.7486734737,1,1
"aliskiren","Serious Skin Reactions",NULL,0,0,1
"Antipsychotics","Serious Skin Reactions",0.523791198583,0.523791198583,0,0
"asenapine","Serious Skin Reactions",46.1316425784,46.1316425784,1,1
"Azithromycin","Serious Skin Reactions",NULL,0,0,1
"benzocaine","Serious Skin Reactions",NULL,0,0,0
"bisphosphonates","Serious Skin Reactions",5.55555473384,5.55555473384,1,0
"boceprevir","Serious Skin Reactions",NULL,0,0,1
"brentuximab","Serious Skin Reactions",NULL,0,0,1
"citalopram","Serious Skin Reactions",NULL,0,0,1
"dabigatran","Serious Skin Reactions",NULL,0,0,0
"dalfampridine","Serious Skin Reactions",NULL,0,0,1
"dasatinib","Serious Skin Reactions",10.7265213118,10.7265213118,1,0
"dronedarone","Serious Skin Reactions",NULL,0,0,0
"Drospirenone","Serious Skin Reactions",NULL,0,0,0
"fluconazole","Serious Skin Reactions",10.9499428888,10.9499428888,1,1
"ipilimumab","Serious Skin Reactions",NULL,0,0,0
"lenalidomide","Serious Skin Reactions",NULL,0,0,0
"linezolid","Serious Skin Reactions",11.2737814199,11.2737814199,1,0
"Liquid Acetaminophen","Serious Skin Reactions",NULL,0,0,0
"liraglutide","Serious Skin Reactions",NULL,0,0,1
"ondansetron","Serious Skin Reactions",NULL,0,0,1
"peginesatide","Serious Skin Reactions",NULL,0,0,1
"pramipexole","Serious Skin Reactions",NULL,0,0,0
"Proton Pump Inhibitors","Serious Skin Reactions",24.5652434353,24.5652434353,1,0
"rosiglitazone","Serious Skin Reactions",NULL,0,0,0
"Selective Serotonin Reuptake Inhibitor","Serious Skin Reactions",0.814164150425,0.814164150425,0,1
"sodium oxybate","Serious Skin Reactions",NULL,0,0,0
"telaprevir","Serious Skin Reactions",33.3779274484,33.3779274484,1,1
"tolvaptan","Serious Skin Reactions",NULL,0,0,0
"topiramate","Serious Skin Reactions",18.7070683159,18.7070683159,1,0
"valproate","Serious Skin Reactions",3.97598041763,3.97598041763,1,0
"varenicline","Serious Skin Reactions",NULL,0,0,1
"zoledronic acid","Serious Skin Reactions",NULL,0,0,0
"ibuprofen","Serious Skin Reactions",8.07268572811,8.07268572811,1,1
"acetaminophen","Serious Skin Reactions",2.04076353609,2.04076353609,1,0
"aspirin","Serious Skin Reactions",2.44278790541,2.44278790541,1,1
"(linagliptin OR exenatide OR liraglutide OR sitagliptin OR saxagliptin OR alogliptin)","severe rash",NULL,0,0,1
"5-alpha reductase inhibitors","severe rash",NULL,0,0,0
"Abacavir","severe rash",11.631213051,11.631213051,1,1
"aliskiren","severe rash",26.9724976015,26.9724976015,1,1
"Antipsychotics","severe rash",0.267199990995,0.267199990995,0,0
"asenapine","severe rash",NULL,0,0,1
"Azithromycin","severe rash",5.5253982129,5.5253982129,1,1
"benzocaine","severe rash",NULL,0,0,0
"bisphosphonates","severe rash",0.500675301008,0.500675301008,0,0
"boceprevir","severe rash",59.4998238196,59.4998238196,1,1
"brentuximab","severe rash",NULL,0,0,1
"citalopram","severe rash",3.5598506871,3.5598506871,1,1
"dabigatran","severe rash",NULL,0,0,0
"dalfampridine","severe rash",NULL,0,0,1
"dasatinib","severe rash",NULL,0,0,0
"dronedarone","severe rash",10.5663782768,10.5663782768,1,0
"Drospirenone","severe rash",NULL,0,0,0
"fluconazole","severe rash",0.982459533513,0.982459533513,0,1
"ipilimumab","severe rash",15.7944764248,15.7944764248,1,0
"lenalidomide","severe rash",10.1152630007,10.1152630007,1,0
"linezolid","severe rash",6.06245322159,6.06245322159,1,0
"Liquid Acetaminophen","severe rash",NULL,0,0,0
"liraglutide","severe rash",NULL,0,0,1
"ondansetron","severe rash",2.91826542872,2.91826542872,1,1
"peginesatide","severe rash",NULL,0,0,1
"pramipexole","severe rash",NULL,0,0,0
"Proton Pump Inhibitors","severe rash",0.81319509876,0.81319509876,0,0
"rosiglitazone","severe rash",NULL,0,0,0
"Selective Serotonin Reuptake Inhibitor","severe rash",0.863276315188,0.863276315188,0,1
"sodium oxybate","severe rash",NULL,0,0,0
"telaprevir","severe rash",89.0473553763,89.0473553763,1,1
"tolvaptan","severe rash",NULL,0,0,0
"topiramate","severe rash",5.01116376151,5.01116376151,1,0
"valproate","severe rash",4.39751344268,4.39751344268,1,0
"varenicline","severe rash",19.0605649718,19.0605649718,1,1
"zoledronic acid","severe rash",NULL,0,0,0
"ibuprofen","severe rash",3.29185114914,3.29185114914,1,1
